isTest,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,fea20,fea21,fea22,fea23,fea24,sid,class
0,-0.429664,-2.129258,-1.009778,0.456259,-2.01663,-0.17937,-0.690725,-0.772146,-0.508275,0.448105,-0.785269,0.27655,-0.557581,-1.630298,-0.863313,0.479245,-1.511837,0.049441,-0.560506,-1.909018,-1.030498,0.406868,-1.684902,-0.251451,22,3.0
0,-0.553456,-1.748583,-0.751893,0.437814,-1.75274,-0.722736,-0.689983,-0.727071,-0.23624,0.58912,-0.766298,-0.174716,-0.635656,-1.420347,-0.60757,0.529064,-1.388607,-0.549224,-0.48543,-1.510359,-0.742645,0.346736,-1.546836,-0.726039,23,5.0
0,-0.710073,-2.055833,-0.623682,0.704152,-1.97306,-0.925909,-0.590204,-0.823513,-0.060596,0.691843,-0.802695,-0.34159,-0.690137,-1.542056,-0.434213,0.724283,-1.471367,-0.699242,-0.793656,-1.752077,-0.439002,0.786321,-1.669894,-0.849864,24,4.0
0,-0.367844,-1.841987,-0.846325,0.467033,-2.007557,-0.838151,-0.564499,-0.797622,-0.150012,0.597535,-0.822723,-0.285675,-0.489377,-1.382364,-0.537491,0.576627,-1.532795,-0.671919,-0.533816,-1.642514,-0.605328,0.617045,-1.79666,-0.818863,1,4.0
0,-0.546334,-1.599419,-0.80942,0.555061,-1.669502,-0.747725,-0.668925,-0.672343,-0.162178,0.622228,-0.717714,-0.09566,-0.649375,-1.250582,-0.623943,0.619756,-1.27151,-0.495715,-0.564046,-1.410958,-0.847596,0.648665,-1.465919,-0.706829,2,3.0
0,-0.587322,-1.752676,-0.652443,0.5448,-1.757648,-0.568075,-0.683038,-0.749611,-0.146171,0.588389,-0.812834,-0.073942,-0.679626,-1.348469,-0.48335,0.617671,-1.405322,-0.372631,-0.727271,-1.514437,-0.466761,0.417543,-1.548763,-0.566431,3,3.0
0,-0.51864,-1.895032,-0.738257,0.573807,-1.97458,-0.754527,-0.56332,-0.72938,-0.132512,0.576713,-0.768785,-0.276571,-0.527944,-1.50236,-0.559023,0.61621,-1.492147,-0.599124,-0.408088,-1.681055,-0.780951,0.437954,-1.750605,-0.824759,4,4.0
0,-0.721093,-2.158284,-0.867378,0.817692,-2.186112,-0.762229,-0.691226,-0.806893,-0.269718,0.722515,-0.902883,-0.159507,-0.670309,-1.729742,-0.752788,0.802066,-1.810285,-0.575405,-0.531346,-1.884148,-0.877584,0.638523,-1.965573,-0.798753,5,3.0
0,0.400369,-1.434859,-0.707229,0.491664,-2.043989,-0.776499,-0.570559,-0.807869,-0.128951,0.563511,-0.793393,-0.272641,0.057067,-1.192619,-0.708232,0.593174,-1.559307,-0.597188,0.327496,-1.111499,-0.669634,0.394646,-1.765452,-0.821168,6,5.0
0,-0.52758,-2.18043,-0.970778,0.699281,-2.363977,-0.246883,-0.682166,-0.826093,-0.355521,0.578847,-0.86133,0.059125,-0.622232,-1.650882,-0.741974,0.6748,-1.818799,-0.077114,-0.414309,-1.895149,-0.866153,0.589339,-2.07658,-0.351665,7,1.0
0,0.744425,-0.452856,-0.281422,0.480616,-1.894967,-0.859827,-0.538268,-0.770587,-0.024661,0.654541,-0.809097,-0.2699,0.26057,-0.556223,-0.292127,0.621352,-1.444216,-0.672849,0.475303,-0.224043,-0.362454,0.644635,-1.673641,-0.828355,8,6.0
0,-0.683589,-2.146981,-0.75422,0.711695,-2.129826,-0.648583,-0.696113,-0.804551,-0.188853,0.683986,-0.856862,-0.161361,-0.694722,-1.688983,-0.658798,0.75185,-1.663797,-0.533834,-0.552848,-1.859451,-0.880532,0.609905,-1.77743,-0.793146,9,3.0
0,-0.519592,-1.725476,-0.435802,0.481289,-1.707817,-0.621899,-0.589904,-0.682619,-0.005729,0.665588,-0.747105,-0.287739,-0.618872,-1.309455,-0.297216,0.612146,-1.318639,-0.520976,-0.446573,-1.412532,-0.494835,0.617597,-1.507005,-0.605955,10,2.0
0,-0.473421,-1.796906,-0.47651,0.413814,-1.754426,-0.687733,-0.581743,-0.711394,0.049286,0.600777,-0.718309,-0.34362,-0.602925,-1.333653,-0.250038,0.54585,-1.292942,-0.591032,-0.568671,-1.715616,-0.376058,0.626702,-1.408941,-0.61609,11,6.0
0,-0.48607,-1.549656,-0.911305,0.633167,-1.617626,-0.637168,-0.76326,-0.450767,-0.080762,0.588437,-0.730755,-0.014206,-0.609945,-1.03609,-0.578297,0.659302,-1.23487,-0.378978,-0.633994,-1.507075,-0.845445,0.44868,-1.448528,-0.537522,12,1.0
0,-0.660032,-2.109194,-0.868782,0.751038,-2.070998,-0.780377,-0.691609,-0.828444,-0.251968,0.693754,-0.902642,-0.159191,-0.701605,-1.731047,-0.737794,0.818694,-1.591038,-0.513618,-0.814874,-1.985952,-0.839778,0.842545,-1.865898,-0.751237,13,4.0
0,-0.473557,-1.88068,-0.895572,0.528541,-1.919305,-0.796073,-0.562506,-0.765692,-0.151494,0.544886,-0.740051,-0.264662,-0.552549,-1.455903,-0.57461,0.606966,-1.462274,-0.593927,-0.417905,-1.574305,-0.84173,0.647131,-1.707412,-0.762182,14,6.0
0,-0.538495,-2.179467,-1.106134,0.578016,-2.356583,-0.377309,-0.749553,-0.850499,-0.484739,0.551978,-1.086138,0.201612,-0.635409,-1.770294,-0.937067,0.602653,-1.925183,-0.180789,-0.647123,-1.983977,-1.125865,0.440585,-2.111751,-0.476938,15,3.0
0,-0.709643,-1.907527,-0.587213,0.736179,-1.837253,-0.84312,-0.567441,-0.739948,-0.065863,0.603567,-0.764086,-0.311759,-0.592668,-1.384029,-0.425031,0.620359,-1.383434,-0.630343,-0.683248,-1.495608,-0.358494,0.423745,-1.634014,-0.852291,16,2.0
0,-0.562766,-1.701413,-0.708903,0.617284,-1.716579,-0.517637,-0.554052,-0.719216,-0.065301,0.6057,-0.761752,-0.260328,-0.597451,-1.307922,-0.390532,0.604051,-1.39961,-0.460824,-0.646468,-1.563927,-0.456719,0.680918,-1.574172,-0.529147,17,3.0
0,-0.592408,-1.810601,-0.65533,0.431094,-1.898993,-0.59498,-0.688704,-0.755771,-0.185145,0.594109,-0.848153,-0.090717,-0.684821,-1.385862,-0.491653,0.555781,-1.49966,-0.43469,-0.499279,-1.556309,-0.709268,0.602706,-1.717711,-0.595936,18,2.0
0,-0.602549,-1.64874,-0.875926,0.587356,-1.710943,-0.62671,-0.680526,-0.640287,-0.204299,0.593694,-0.732073,0.026749,-0.688325,-1.293345,-0.681435,0.638492,-1.302853,-0.353896,-0.756536,-1.552106,-0.758706,0.686592,-1.522513,-0.563681,19,2.0
0,-0.562586,-1.816547,-0.682162,0.566525,-1.732455,-0.580734,-0.611438,-0.681161,-0.105809,0.61228,-0.760915,-0.068214,-0.602524,-1.390047,-0.494355,0.602634,-1.404874,-0.408611,-0.664238,-1.665398,-0.575938,0.435419,-1.542236,-0.635571,20,6.0
0,-0.466403,-2.174397,-1.061206,0.667387,-2.382483,-0.13652,-0.696393,-0.874648,-0.462391,0.610024,-1.078163,0.268288,-0.602775,-1.628856,-0.858315,0.660953,-1.876596,-0.010309,-0.449722,-1.890241,-1.090405,0.651544,-2.197564,-0.238234,21,4.0
0,-0.429813,-2.128609,-1.011375,0.456474,-2.017216,-0.176107,-0.691058,-0.771701,-0.507948,0.447605,-0.785012,0.277004,-0.557421,-1.629867,-0.862614,0.478821,-1.511539,0.049799,-0.56678,-1.89871,-1.025115,0.410642,-1.680575,-0.258033,22,3.0
0,-0.558004,-1.7591,-0.755203,0.443203,-1.7675,-0.72278,-0.691574,-0.731669,-0.232577,0.59675,-0.771545,-0.173715,-0.636599,-1.429388,-0.607974,0.536116,-1.398272,-0.550582,-0.485344,-1.522219,-0.745832,0.358153,-1.538513,-0.71681,23,5.0
0,-0.708866,-2.057513,-0.624187,0.710464,-1.975397,-0.920915,-0.590433,-0.823758,-0.06054,0.691764,-0.802685,-0.341486,-0.690294,-1.542459,-0.434257,0.723588,-1.47177,-0.699738,-0.800237,-1.797615,-0.440046,0.785946,-1.673515,-0.852891,24,4.0
0,-0.378445,-1.821358,-0.839571,0.471135,-2.010042,-0.832021,-0.563753,-0.795704,-0.151608,0.597007,-0.820954,-0.285412,-0.510865,-1.371936,-0.510966,0.576456,-1.532478,-0.671555,-0.526319,-1.697145,-0.624302,0.624789,-1.738568,-0.78806,1,4.0
0,-0.549748,-1.595734,-0.812398,0.554836,-1.670118,-0.747451,-0.668808,-0.671408,-0.161562,0.622004,-0.7179,-0.095565,-0.649494,-1.250849,-0.623813,0.619872,-1.271783,-0.495867,-0.570812,-1.415166,-0.849363,0.618913,-1.50323,-0.758939,2,3.0
0,-0.586417,-1.751284,-0.652419,0.541448,-1.756532,-0.575856,-0.68202,-0.749305,-0.146548,0.588164,-0.811807,-0.074299,-0.678567,-1.347586,-0.483534,0.617564,-1.403774,-0.372694,-0.727267,-1.515812,-0.462696,0.417055,-1.547054,-0.565456,3,3.0
0,-0.521285,-1.891953,-0.728709,0.572781,-1.902257,-0.752949,-0.562778,-0.725839,-0.129187,0.575015,-0.766637,-0.274862,-0.527444,-1.496687,-0.555053,0.609253,-1.428082,-0.580836,-0.405075,-1.666211,-0.768904,0.433407,-1.624187,-0.789241,4,4.0
0,-0.717955,-2.16775,-0.864854,0.81918,-2.191935,-0.765429,-0.692297,-0.809328,-0.269745,0.725107,-0.905759,-0.158997,-0.671149,-1.734499,-0.753915,0.804656,-1.815345,-0.576153,-0.533545,-1.886418,-0.88025,0.640415,-1.98277,-0.800469,5,3.0
0,0.407926,-1.443421,-0.706718,0.495839,-2.043682,-0.777495,-0.566251,-0.807157,-0.133405,0.566447,-0.79402,-0.276568,0.06018,-1.192418,-0.711881,0.594939,-1.568566,-0.60524,0.335447,-1.113586,-0.668993,0.388917,-1.779407,-0.831379,6,5.0
0,-0.531415,-2.18425,-0.970232,0.673774,-2.486983,-0.252635,-0.685415,-0.826825,-0.355221,0.62441,-1.018781,0.129621,-0.625402,-1.65311,-0.742438,0.69276,-1.967315,-0.090744,-0.469108,-1.953682,-1.002058,0.580746,-2.235515,-0.398628,7,1.0
0,0.74533,-0.449891,-0.281458,0.48347,-1.893543,-0.858644,-0.534888,-0.769911,-0.022982,0.656909,-0.808919,-0.268638,0.263508,-0.555667,-0.290298,0.624022,-1.443583,-0.671825,0.478991,-0.223452,-0.360805,0.645076,-1.699222,-0.832476,8,6.0
0,-0.684354,-2.149554,-0.747762,0.708743,-2.142052,-0.654109,-0.695901,-0.804379,-0.18772,0.685054,-0.856698,-0.162647,-0.694434,-1.688797,-0.658198,0.770619,-1.619141,-0.509799,-0.552919,-1.865072,-0.878936,0.615144,-1.816414,-0.800389,9,3.0
0,-0.519761,-1.713274,-0.428623,0.477155,-1.72932,-0.621554,-0.586992,-0.676261,-0.004539,0.661045,-0.740644,-0.285695,-0.616096,-1.299047,-0.2943,0.607227,-1.3086,-0.517617,-0.443021,-1.469505,-0.522451,0.62719,-1.472867,-0.584375,10,2.0
0,-0.476448,-1.796375,-0.466607,0.412571,-1.752922,-0.689951,-0.5814,-0.711233,0.049069,0.600335,-0.717919,-0.343546,-0.602985,-1.3329,-0.250279,0.545374,-1.292146,-0.591144,-0.664898,-1.464663,-0.237711,0.628641,-1.41331,-0.604072,11,6.0
0,-0.484529,-1.552057,-0.92587,0.637368,-1.623741,-0.644338,-0.764375,-0.452501,-0.083669,0.591168,-0.731663,-0.017597,-0.610197,-1.038823,-0.583215,0.662152,-1.236315,-0.382435,-0.633752,-1.508992,-0.853765,0.45151,-1.454275,-0.542974,12,1.0
0,-0.660193,-2.072599,-0.880164,0.744553,-2.064173,-0.777725,-0.690769,-0.825824,-0.249654,0.691013,-0.899729,-0.157128,-0.700769,-1.724801,-0.733974,0.815733,-1.586287,-0.51082,-0.805345,-1.967638,-0.820092,0.832503,-1.816331,-0.722926,13,4.0
0,-0.460208,-1.894,-0.896479,0.52854,-1.916138,-0.795066,-0.560822,-0.765791,-0.153992,0.544765,-0.738869,-0.265407,-0.542583,-1.46729,-0.591247,0.606598,-1.459663,-0.593925,-0.413309,-1.609578,-0.862456,0.642224,-1.694391,-0.754753,14,6.0
0,-0.538238,-2.180025,-1.103585,0.577881,-2.355079,-0.371657,-0.749112,-0.839304,-0.481212,0.5525,-1.086029,0.20152,-0.636458,-1.76769,-0.936764,0.602377,-1.922358,-0.179856,-0.673507,-1.963997,-1.101018,0.441955,-2.038707,-0.455129,15,3.0
0,-0.72396,-1.926626,-0.544436,0.751915,-1.835719,-0.840063,-0.568468,-0.736628,-0.063408,0.604991,-0.76479,-0.311371,-0.593026,-1.38678,-0.423437,0.616429,-1.429857,-0.650272,-0.561313,-1.739646,-0.387399,0.428434,-1.678389,-0.856257,16,2.0
0,-0.563257,-1.703063,-0.712115,0.609608,-1.736319,-0.496202,-0.554138,-0.720268,-0.065269,0.606051,-0.762149,-0.259628,-0.597856,-1.312186,-0.392729,0.603198,-1.386531,-0.458401,-0.646403,-1.565677,-0.453411,0.67863,-1.54581,-0.515336,17,3.0
0,-0.589533,-1.812174,-0.652774,0.430088,-1.897282,-0.599613,-0.68836,-0.755248,-0.184937,0.594182,-0.847928,-0.090467,-0.684353,-1.385327,-0.49115,0.555981,-1.499046,-0.434324,-0.502181,-1.552873,-0.708707,0.60412,-1.713864,-0.594165,18,2.0
0,-0.606483,-1.643458,-0.870785,0.590047,-1.708168,-0.619457,-0.678921,-0.63876,-0.203242,0.593548,-0.730804,0.026886,-0.686785,-1.289955,-0.680914,0.639189,-1.300471,-0.354182,-0.75435,-1.550941,-0.759188,0.64153,-1.564554,-0.635253,19,2.0
0,-0.558518,-1.814878,-0.682141,0.563773,-1.733175,-0.581182,-0.611316,-0.680743,-0.105797,0.612067,-0.760467,-0.067525,-0.602235,-1.389605,-0.493693,0.602238,-1.403055,-0.406487,-0.663836,-1.664655,-0.575533,0.434753,-1.541887,-0.638448,20,6.0
0,-0.47147,-2.172915,-1.059098,0.62212,-2.426588,-0.196008,-0.695499,-0.873415,-0.461635,0.609323,-1.07736,0.269608,-0.601572,-1.627123,-0.856672,0.666866,-1.994798,-0.079185,-0.405037,-1.852495,-0.946042,0.579127,-2.046686,-0.252372,21,4.0
0,-0.44524,-2.07149,-1.020954,0.46083,-2.017674,-0.173647,-0.691458,-0.772181,-0.50788,0.447169,-0.784605,0.277442,-0.561345,-1.54915,-0.833475,0.478842,-1.511921,0.050287,-0.598077,-1.809497,-0.994095,0.418634,-1.666029,-0.23864,22,3.0
0,-0.551898,-1.756091,-0.758059,0.442484,-1.765492,-0.723086,-0.690962,-0.730222,-0.232501,0.59523,-0.769869,-0.174103,-0.6359,-1.427407,-0.607127,0.53444,-1.395954,-0.550361,-0.487076,-1.517712,-0.744959,0.35135,-1.552248,-0.726756,23,5.0
0,-0.694791,-2.032904,-0.620461,0.654498,-2.057254,-0.909545,-0.579583,-0.813438,-0.062863,0.687948,-0.79274,-0.34097,-0.678463,-1.524513,-0.432811,0.67305,-1.550453,-0.741828,-0.782237,-1.749876,-0.450005,0.734038,-1.841989,-0.852163,24,4.0
0,-0.386751,-1.845643,-0.848031,0.506153,-2.032552,-0.841696,-0.565008,-0.790238,-0.15235,0.599099,-0.822648,-0.285793,-0.506752,-1.383616,-0.53098,0.579362,-1.535441,-0.672198,-0.554538,-1.644413,-0.602884,0.6341,-1.749744,-0.816695,1,4.0
0,-0.546891,-1.599754,-0.807165,0.556115,-1.668893,-0.744543,-0.66852,-0.67255,-0.161616,0.621909,-0.718088,-0.09559,-0.649611,-1.250752,-0.623672,0.61999,-1.271894,-0.495898,-0.56769,-1.414259,-0.846805,0.614933,-1.505058,-0.758864,2,3.0
0,-0.584654,-1.750446,-0.656351,0.540664,-1.758832,-0.574979,-0.681824,-0.749337,-0.146613,0.588034,-0.811505,-0.074265,-0.678183,-1.347011,-0.483776,0.617524,-1.403396,-0.372484,-0.727664,-1.512668,-0.463562,0.415802,-1.547232,-0.568399,3,3.0
0,-0.522843,-1.890784,-0.729713,0.578568,-1.947784,-0.745575,-0.562597,-0.725325,-0.128787,0.575267,-0.766449,-0.274858,-0.527197,-1.496096,-0.554415,0.613341,-1.462378,-0.586529,-0.420027,-1.582664,-0.739231,0.435473,-1.662348,-0.799005,4,4.0
0,-0.722386,-2.175597,-0.869123,0.817322,-2.201684,-0.762934,-0.695912,-0.813753,-0.270558,0.726653,-0.910317,-0.159018,-0.674651,-1.742684,-0.756291,0.806439,-1.82342,-0.577854,-0.535976,-1.892179,-0.883133,0.641575,-1.964133,-0.80069,5,3.0
0,0.404628,-1.414999,-0.69787,0.490844,-2.025308,-0.766594,-0.558464,-0.792535,-0.129724,0.563425,-0.780249,-0.271309,0.061811,-1.17468,-0.702548,0.588969,-1.544296,-0.598538,0.332785,-1.093605,-0.660744,0.39125,-1.73397,-0.814503,6,5.0
0,-0.517159,-2.165473,-0.960666,0.700096,-2.317603,-0.235782,-0.670036,-0.820736,-0.352447,0.573098,-0.833048,0.046829,-0.610388,-1.639296,-0.735815,0.676511,-1.782749,-0.07839,-0.458497,-1.939155,-0.997912,0.58282,-1.999306,-0.345991,7,1.0
0,0.742093,-0.451067,-0.28231,0.484225,-1.898863,-0.860666,-0.536163,-0.774042,-0.024368,0.657284,-0.813314,-0.270806,0.263461,-0.559465,-0.292092,0.625523,-1.441971,-0.669443,0.515923,-0.221017,-0.337745,0.644755,-1.720037,-0.83717,8,6.0
0,-0.683339,-2.147309,-0.746602,0.713484,-2.146581,-0.637935,-0.695432,-0.803519,-0.185919,0.683922,-0.85414,-0.16247,-0.693657,-1.686521,-0.65581,0.77031,-1.61413,-0.508557,-0.5541,-1.879196,-0.882222,0.614015,-1.811637,-0.798031,9,3.0
0,-0.51329,-1.701285,-0.427773,0.456143,-1.731248,-0.625619,-0.582398,-0.670201,-0.0049,0.658518,-0.735332,-0.285861,-0.611798,-1.290233,-0.293832,0.604913,-1.300154,-0.516511,-0.439841,-1.377775,-0.481019,0.618518,-1.454321,-0.59975,10,2.0
0,-0.476389,-1.792997,-0.483207,0.413722,-1.754517,-0.68678,-0.581378,-0.711158,0.049386,0.601029,-0.718208,-0.343552,-0.600343,-1.352709,-0.255286,0.545859,-1.292597,-0.59144,-0.556287,-1.739595,-0.376355,0.628446,-1.420838,-0.598448,11,6.0
0,-0.492771,-1.55821,-0.921268,0.640823,-1.618609,-0.651686,-0.763831,-0.454648,-0.087223,0.595125,-0.731757,-0.023328,-0.607995,-1.039992,-0.588784,0.665597,-1.234021,-0.386875,-0.648402,-1.462149,-0.831178,0.449512,-1.453884,-0.561309,12,1.0
0,-0.642507,-2.087108,-0.872813,0.743554,-2.072261,-0.770396,-0.690212,-0.826972,-0.252879,0.695481,-0.900904,-0.160555,-0.700241,-1.728266,-0.737621,0.820564,-1.589674,-0.515044,-0.805676,-1.844639,-0.761628,0.831529,-1.77293,-0.691981,13,4.0
0,-0.507658,-1.823429,-0.887365,0.528872,-1.918158,-0.794889,-0.562597,-0.767274,-0.152701,0.544543,-0.741587,-0.264828,-0.562915,-1.405839,-0.528117,0.606615,-1.461941,-0.592792,-0.432797,-1.516033,-0.802405,0.640301,-1.694407,-0.757519,14,6.0
0,-0.537838,-2.18016,-1.102172,0.580353,-2.357172,-0.371719,-0.748414,-0.834195,-0.479645,0.552608,-1.086006,0.200864,-0.63621,-1.768098,-0.936754,0.602209,-1.923031,-0.180249,-0.665031,-1.975189,-1.109612,0.443465,-2.080619,-0.464173,15,3.0
0,-0.724804,-1.920515,-0.560103,0.75237,-1.82626,-0.842106,-0.568078,-0.7352,-0.062955,0.605187,-0.763855,-0.310798,-0.592944,-1.38576,-0.420105,0.616768,-1.3695,-0.620629,-0.682498,-1.483279,-0.367719,0.427908,-1.652005,-0.851622,16,2.0
0,-0.563105,-1.715725,-0.713788,0.62394,-1.706746,-0.523934,-0.553884,-0.719615,-0.064525,0.606571,-0.761763,-0.258472,-0.595887,-1.319743,-0.398551,0.603548,-1.394878,-0.456889,-0.645128,-1.559234,-0.45465,0.680981,-1.571969,-0.524232,17,3.0
0,-0.584986,-1.809738,-0.655165,0.432835,-1.900132,-0.597255,-0.688583,-0.753316,-0.18435,0.595709,-0.846486,-0.08948,-0.684409,-1.384365,-0.490739,0.557515,-1.498361,-0.434037,-0.499039,-1.552773,-0.708023,0.606865,-1.712785,-0.59262,18,2.0
0,-0.602294,-1.64244,-0.870303,0.58715,-1.706473,-0.6209,-0.678191,-0.636504,-0.206809,0.593585,-0.729645,0.026962,-0.685493,-1.2885,-0.681501,0.63937,-1.298782,-0.354026,-0.753235,-1.548359,-0.756086,0.649712,-1.558649,-0.625135,19,2.0
0,-0.562139,-1.815056,-0.683459,0.564301,-1.733763,-0.578034,-0.61163,-0.680856,-0.105515,0.611816,-0.760538,-0.06706,-0.602339,-1.389576,-0.493239,0.601933,-1.403428,-0.405979,-0.643489,-1.706564,-0.642748,0.435645,-1.54186,-0.63678,20,6.0
0,-0.471627,-2.179748,-1.059519,0.669083,-2.38451,-0.140039,-0.695668,-0.876566,-0.462029,0.611737,-1.08141,0.27135,-0.601739,-1.632182,-0.85752,0.66903,-1.882941,0.001246,-0.429491,-1.901261,-1.063001,0.561486,-2.021768,-0.277383,21,4.0
